# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.00228241      	T               	2.55492044e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80585403e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228276      	p               	7.43562416e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.60463234e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228276      	U               	(-6.87516004e+01 4.04062609e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14039434e+02 7.71798115e-17 7.71798115e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228276      	T               	2.55488095e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80577172e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0022831       	p               	7.43522273e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.60375302e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.0022831       	U               	(-6.87639680e+01 4.04065682e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14051559e+02 7.71811877e-17 7.71811877e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0022831       	T               	2.55484147e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80568942e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228345      	p               	7.43482133e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.60287379e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228345      	U               	(-6.87763353e+01 4.04068756e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14063684e+02 7.71825636e-17 7.71825636e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228345      	T               	2.55480199e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80560711e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228379      	p               	7.43441996e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.60199464e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228379      	U               	(-6.87887022e+01 4.04071830e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14075809e+02 7.71839392e-17 7.71839392e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228379      	T               	2.55476251e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80552480e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228414      	p               	7.43401862e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.60111557e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228414      	U               	(-6.88010687e+01 4.04074904e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14087933e+02 7.71853144e-17 7.71853144e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228414      	T               	2.55472303e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80544249e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228448      	p               	7.43361732e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.60023660e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228448      	U               	(-6.88134349e+01 4.04077978e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14100056e+02 7.71866894e-17 7.71866894e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228448      	T               	2.55468355e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80536018e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228483      	p               	7.43321604e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.59935770e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228483      	U               	(-6.88258007e+01 4.04081053e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14112179e+02 7.71880639e-17 7.71880639e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228483      	T               	2.55464407e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80527787e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228517      	p               	7.43281479e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.59847889e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228517      	U               	(-6.88381661e+01 4.04084129e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14124301e+02 7.71894381e-17 7.71894381e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228517      	T               	2.55460460e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80519556e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228552      	p               	7.43241357e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.59760017e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228552      	U               	(-6.88505312e+01 4.04087205e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14136423e+02 7.71908118e-17 7.71908118e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228552      	T               	2.55456512e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80511325e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228586      	p               	7.43201239e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.59672153e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228586      	U               	(-6.88628959e+01 4.04090281e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14148545e+02 7.71921851e-17 7.71921851e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228586      	T               	2.55452565e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80503094e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228621      	p               	7.43161123e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.59584298e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228621      	U               	(-6.88752602e+01 4.04093357e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14160665e+02 7.71935580e-17 7.71935580e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228621      	T               	2.55448618e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80494863e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228655      	p               	7.43121011e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.59496451e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228655      	U               	(-6.88876241e+01 4.04096434e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14172786e+02 7.71949305e-17 7.71949305e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228655      	T               	2.55444671e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80486632e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0022869       	p               	7.43080901e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.59408613e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.0022869       	U               	(-6.88999877e+01 4.04099512e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14184906e+02 7.71963025e-17 7.71963025e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0022869       	T               	2.55440724e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80478402e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228724      	p               	7.43040795e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.59320783e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228724      	U               	(-6.89123509e+01 4.04102589e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14197025e+02 7.71976741e-17 7.71976741e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228724      	T               	2.55436777e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80470171e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228759      	p               	7.43000691e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.59232962e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228759      	U               	(-6.89247138e+01 4.04105667e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14209144e+02 7.71990453e-17 7.71990453e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228759      	T               	2.55432831e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80461940e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228793      	p               	7.42960591e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.59145149e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228793      	U               	(-6.89370763e+01 4.04108746e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14221262e+02 7.72004160e-17 7.72004160e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228793      	T               	2.55428885e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80453709e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228828      	p               	7.42920494e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.59057345e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228828      	U               	(-6.89494384e+01 4.04111824e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14233380e+02 7.72017863e-17 7.72017863e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228828      	T               	2.55424938e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80445478e+02	(5.61900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228862      	p               	7.42880399e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58969549e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228862      	U               	(-6.89618001e+01 4.04114903e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14245497e+02 7.72031561e-17 7.72031561e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228862      	T               	2.55420992e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80437249e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228897      	p               	7.42840308e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58881762e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228897      	U               	(-6.89741615e+01 4.04117982e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14257614e+02 7.72045255e-17 7.72045255e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228897      	T               	2.55417046e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80429021e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228931      	p               	7.42800220e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58793983e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228931      	U               	(-6.89865225e+01 4.04121062e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14269730e+02 7.72058944e-17 7.72058944e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228931      	T               	2.55413101e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80420794e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00228966      	p               	7.42760135e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58706212e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00228966      	U               	(-6.89988832e+01 4.04124141e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14281846e+02 7.72072628e-17 7.72072628e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00228966      	T               	2.55409155e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80412566e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229         	p               	7.42720053e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58618450e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229         	U               	(-6.90112435e+01 4.04127221e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14293961e+02 7.72086308e-17 7.72086308e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229         	T               	2.55405210e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80404338e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229034      	p               	7.42679974e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58530697e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229034      	U               	(-6.90236034e+01 4.04130301e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14306076e+02 7.72099982e-17 7.72099982e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229034      	T               	2.55401264e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80396110e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229069      	p               	7.42639898e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58442952e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229069      	U               	(-6.90359629e+01 4.04133382e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14318190e+02 7.72113652e-17 7.72113652e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229069      	T               	2.55397319e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80387882e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229103      	p               	7.42599825e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58355215e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229103      	U               	(-6.90483221e+01 4.04136462e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14330304e+02 7.72127317e-17 7.72127317e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229103      	T               	2.55393374e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80379654e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229138      	p               	7.42559755e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58267487e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229138      	U               	(-6.90606809e+01 4.04139543e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14342417e+02 7.72140978e-17 7.72140978e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229138      	T               	2.55389429e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80371425e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229171      	p               	7.42521559e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58183140e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229171      	U               	(-6.90725848e+01 3.90332964e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14354064e+02 7.42457695e-17 7.42457695e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229171      	T               	2.55385686e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80363513e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229204      	p               	7.42483393e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58098802e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229204      	U               	(-6.90844724e+01 3.90168701e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14365710e+02 7.42470319e-17 7.42470319e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229204      	T               	2.55381926e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80355601e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229237      	p               	7.42445164e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.58014471e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229237      	U               	(-6.90963404e+01 3.89895290e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14377356e+02 7.42482939e-17 7.42482939e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229237      	T               	2.55378155e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80347689e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229271      	p               	7.42406865e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57930148e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229271      	U               	(-6.91081955e+01 3.89737827e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14389001e+02 7.42495556e-17 7.42495556e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229271      	T               	2.55374379e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80339777e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229304      	p               	7.42368517e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57845833e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229304      	U               	(-6.91200448e+01 3.89697551e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14400646e+02 7.42508171e-17 7.42508171e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229304      	T               	2.55370601e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80331865e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229337      	p               	7.42330140e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57761526e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229337      	U               	(-6.91318925e+01 3.89719326e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14412290e+02 7.42520783e-17 7.42520783e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229337      	T               	2.55366821e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80323953e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0022937       	p               	7.42291750e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57677226e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.0022937       	U               	(-6.91437406e+01 3.89756781e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14423934e+02 7.42533392e-17 7.42533392e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0022937       	T               	2.55363041e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80316041e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229403      	p               	7.42253355e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57592934e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229403      	U               	(-6.91555898e+01 3.89786766e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14435578e+02 7.42546000e-17 7.42546000e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229403      	T               	2.55359259e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80308129e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229436      	p               	7.42214956e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57508650e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229436      	U               	(-6.91674400e+01 3.89803994e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14447221e+02 7.42558606e-17 7.42558606e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229436      	T               	2.55355477e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80300217e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229469      	p               	7.42176557e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57424374e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229469      	U               	(-6.91792908e+01 3.89811773e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14458864e+02 7.42571209e-17 7.42571209e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229469      	T               	2.55351694e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80292305e+02	(5.62100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229503      	p               	7.42138157e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57340106e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229503      	U               	(-6.91911421e+01 3.89815187e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14470506e+02 7.42583812e-17 7.42583812e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229503      	T               	2.55347910e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80284394e+02	(5.62300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229536      	p               	7.42099758e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57255845e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229536      	U               	(-6.92029938e+01 3.89817877e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14482147e+02 7.42596412e-17 7.42596412e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229536      	T               	2.55344127e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80276486e+02	(5.62300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229569      	p               	7.42061358e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57171592e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229569      	U               	(-6.92148456e+01 3.89821386e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14493788e+02 7.42609010e-17 7.42609010e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229569      	T               	2.55340343e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80268577e+02	(5.62300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229602      	p               	7.42022959e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57087347e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229602      	U               	(-6.92266975e+01 3.89825762e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14505429e+02 7.42621607e-17 7.42621607e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229602      	T               	2.55336560e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80260669e+02	(5.62300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229635      	p               	7.41984562e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.57003110e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229635      	U               	(-6.92385495e+01 3.89830406e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14517069e+02 7.42634202e-17 7.42634202e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229635      	T               	2.55332777e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80252761e+02	(5.62300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229668      	p               	7.41946165e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.56918880e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229668      	U               	(-6.92504014e+01 3.89834717e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14528709e+02 7.42646794e-17 7.42646794e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229668      	T               	2.55328994e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80244852e+02	(5.62300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229702      	p               	7.41907771e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.56834658e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229702      	U               	(-6.92622531e+01 3.89838401e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14540348e+02 7.42659383e-17 7.42659383e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229702      	T               	2.55325211e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80236944e+02	(5.62300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229735      	p               	7.41869378e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.56750444e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00229735      	U               	(-6.92741045e+01 3.89841491e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.14551987e+02 7.42671971e-17 7.42671971e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00229735      	T               	2.55321429e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.80229035e+02	(5.62300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00229768      	p               	7.41830988e+04	(0.00000000e+00 1.00000000e-01 1.00000000e-01)	0	8.56666238e+04	(4.87700000e-01 1.00000000e-01 1.00000000e-01)	1
