# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.000321429     	T               	2.85410585e+02	(4.29700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762028e+02	(5.10100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000322857     	p               	1.00000000e+05	(9.63700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.89000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000322857     	U               	(1.38952239e-14 -1.82392919e-27 -1.82392919e-27)	(2.87900000e-01 1.00000000e-01 1.00000000e-01)	1	(8.50130859e+00 1.26180382e-15 2.52360763e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000322857     	T               	2.85410563e+02	(4.28500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761986e+02	(5.10100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000324286     	p               	1.00000000e+05	(9.71900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(5.05000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000324286     	U               	(-5.21390373e-13 -8.10635196e-28 -4.05317598e-28)	(1.03500000e-01 1.00000000e-01 1.00000000e-01)	0	(8.94990934e+00 1.27889572e-15 2.55779144e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000324286     	T               	2.85410537e+02	(4.28500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761922e+02	(5.10100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000325714     	p               	1.00000000e+05	(9.68900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(1.57000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000325714     	U               	(-1.55581616e-12 -1.06395869e-27 -1.06395869e-27)	(8.23000000e-02 1.00000000e-01 1.00000000e-01)	0	(9.40285845e+00 1.29312615e-15 2.58625230e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000325714     	T               	2.85410515e+02	(4.28300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761831e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000327143     	p               	1.00000000e+05	(9.69900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.87000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000327143     	U               	(-1.24294840e-12 -1.82392919e-27 -9.11964595e-28)	(2.31900000e-01 1.00000000e-01 1.00000000e-01)	0	(9.85911689e+00 1.30444564e-15 2.60889128e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000327143     	T               	2.85410494e+02	(4.28300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761823e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000328571     	p               	1.00000000e+05	(9.71900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(5.75000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000328571     	U               	(-7.34774012e-13 -1.21595279e-27 -1.21595279e-27)	(3.06300000e-01 1.00000000e-01 1.00000000e-01)	1	(1.03176387e+01 1.31281834e-15 2.62563669e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000328571     	T               	2.85410471e+02	(4.26500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761798e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00033         	p               	1.00000000e+05	(9.66100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.99000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00033         	U               	(-9.00768397e-13 -4.86381118e-28 -9.72762235e-28)	(7.58100000e-01 1.00000000e-01 1.00000000e-01)	3	(1.07773758e+01 1.31822162e-15 2.63644324e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00033         	T               	2.85410449e+02	(4.26300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761755e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000331429     	p               	1.00000000e+05	(9.66700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(7.30000000e-03 1.00000000e-01 1.00000000e-01)	0
0.000331429     	U               	(-1.26920092e-12 -7.59970496e-28 -7.59970496e-28)	(8.05000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.12372826e+01 1.32064565e-15 2.64129130e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000331429     	T               	2.85410427e+02	(4.25500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761694e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000332857     	p               	1.00000000e+05	(9.67500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(7.90000000e-03 1.00000000e-01 1.00000000e-01)	0
0.000332857     	U               	(-9.89987188e-13 -7.59970496e-28 -7.59970496e-28)	(2.83100000e-01 1.00000000e-01 1.00000000e-01)	1	(1.16963202e+01 1.32009326e-15 2.64018651e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000332857     	T               	2.85410405e+02	(4.25300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761611e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000334286     	p               	1.00000000e+05	(9.67500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(7.50000000e-03 1.00000000e-01 1.00000000e-01)	0
0.000334286     	U               	(-1.21216798e-12 -1.21595279e-27 -1.21595279e-27)	(2.72700000e-01 1.00000000e-01 1.00000000e-01)	1	(1.21534613e+01 1.31654932e-15 2.63309865e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000334286     	T               	2.85410384e+02	(4.24300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761590e+02	(5.10500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000335714     	p               	1.00000000e+05	(9.68300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(5.50000000e-03 1.00000000e-01 1.00000000e-01)	0
0.000335714     	U               	(-9.86765224e-13 -9.72762235e-28 -9.72762235e-28)	(8.08500000e-01 1.00000000e-01 1.00000000e-01)	3	(1.26076901e+01 1.30997757e-15 2.61995514e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000335714     	T               	2.85410363e+02	(4.24300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761573e+02	(5.10500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000337143     	p               	1.00000000e+05	(9.67300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.35000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000337143     	U               	(-1.05171425e-12 -6.58641097e-28 -6.58641097e-28)	(8.59000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.30580126e+01 1.30049902e-15 2.60099804e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000337143     	T               	2.85410344e+02	(4.24700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761535e+02	(5.10500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000338571     	p               	1.00000000e+05	(9.68900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.39000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000338571     	U               	(-1.69375673e-13 -1.21595279e-27 -1.21595279e-27)	(2.76300000e-01 1.00000000e-01 1.00000000e-01)	1	(1.35034587e+01 1.28816861e-15 2.57633722e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000338571     	T               	2.85410323e+02	(4.23900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761476e+02	(5.10500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00034         	p               	1.00000000e+05	(9.66100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.85000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00034         	U               	(-5.42616722e-13 -6.07976397e-28 -3.03988198e-28)	(8.21000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.24163473e+01 1.30086122e-15 1.30086122e-15)	(3.89500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00034         	T               	2.85410301e+02	(4.22900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761395e+02	(5.10500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000341429     	p               	1.00000000e+05	(9.64700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.93000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000341429     	U               	(4.53465029e-13 -4.55982298e-28 -9.11964595e-28)	(3.71000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.28642620e+01 1.29277241e-15 1.29277241e-15)	(3.89500000e-01 1.00000000e-01 1.00000000e-01)	1
0.000341429     	T               	2.85410282e+02	(4.22700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761350e+02	(5.10700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000342857     	p               	1.00000000e+05	(9.64300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.89000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000342857     	U               	(-4.36773575e-13 -9.11964595e-28 -9.11964595e-28)	(2.72300000e-01 1.00000000e-01 1.00000000e-01)	1	(1.33078050e+01 1.28189070e-15 1.28189070e-15)	(3.89500000e-01 1.00000000e-01 1.00000000e-01)	1
0.000342857     	T               	2.85410260e+02	(4.21700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761341e+02	(5.10700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000344286     	p               	1.00000000e+05	(9.68500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(7.51000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000344286     	U               	(-9.14051965e-14 -1.72259979e-27 -8.61299896e-28)	(1.56300000e-01 1.00000000e-01 1.00000000e-01)	0	(1.37460483e+01 1.26827210e-15 1.26827210e-15)	(3.89500000e-01 1.00000000e-01 1.00000000e-01)	1
0.000344286     	T               	2.85410241e+02	(4.21500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761316e+02	(5.10700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000345714     	p               	1.00000000e+05	(9.65700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.29000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000345714     	U               	(-3.51914492e-13 -1.36794689e-27 -1.36794689e-27)	(2.76300000e-01 1.00000000e-01 1.00000000e-01)	1	(4.20692278e+00 1.29216653e-15 1.29216653e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000345714     	T               	2.85410223e+02	(4.21500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761269e+02	(5.10700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000347143     	p               	1.00000000e+05	(9.65300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.37000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000347143     	U               	(4.28473622e-13 -8.10635196e-28 -8.10635196e-28)	(2.10000000e-03 1.00000000e-01 1.00000000e-01)	0	(4.52570323e+00 1.34484798e-15 1.34484798e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000347143     	T               	2.85410204e+02	(4.20300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761196e+02	(5.10700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000348571     	p               	1.00000000e+05	(9.65500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(7.33000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000348571     	U               	(-1.08930972e-12 -7.09305796e-28 -7.09305796e-28)	(1.24300000e-01 1.00000000e-01 1.00000000e-01)	0	(4.85624176e+00 1.39583933e-15 1.39583933e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000348571     	T               	2.85410182e+02	(4.20300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761124e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00035         	p               	1.00000000e+05	(9.65900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.23000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00035         	U               	(-3.77067751e-13 -1.97592329e-27 -1.97592329e-27)	(3.14100000e-01 1.00000000e-01 1.00000000e-01)	1	(5.19804732e+00 1.44490831e-15 1.44490831e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00035         	T               	2.85410164e+02	(4.20100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761112e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000351429     	p               	1.00000000e+05	(9.67700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(7.35000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000351429     	U               	(-4.34162164e-13 -4.05317598e-28 -4.05317598e-28)	(8.51000000e-02 1.00000000e-01 1.00000000e-01)	0	(5.55057811e+00 1.49183728e-15 1.49183728e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000351429     	T               	2.85410147e+02	(4.21700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761092e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000352857     	p               	1.00000000e+05	(9.67700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.43000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000352857     	U               	(-3.00577122e-13 -1.21595279e-27 -1.21595279e-27)	(3.02500000e-01 1.00000000e-01 1.00000000e-01)	1	(5.91324567e+00 1.53642414e-15 1.53642414e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000352857     	T               	2.85410128e+02	(4.18900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761059e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000354286     	p               	1.00000000e+05	(9.68100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.59000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000354286     	U               	(2.49708719e-13 -3.54652898e-28 -7.09305796e-28)	(2.83000000e-02 1.00000000e-01 1.00000000e-01)	0	(6.28541914e+00 1.57848284e-15 1.57848284e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000354286     	T               	2.85410108e+02	(4.21500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761004e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000355714     	p               	1.00000000e+05	(9.66700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.55000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000355714     	U               	(-9.82522375e-13 -1.62127039e-27 -1.62127039e-27)	(3.04900000e-01 1.00000000e-01 1.00000000e-01)	1	(6.66642954e+00 1.61784374e-15 1.61784374e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000355714     	T               	2.85410090e+02	(4.21300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760921e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000357143     	p               	1.00000000e+05	(9.73100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.53000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000357143     	U               	(-5.35189920e-13 -9.72762235e-28 -9.72762235e-28)	(7.53300000e-01 1.00000000e-01 1.00000000e-01)	3	(7.05557404e+00 1.65435366e-15 1.65435366e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000357143     	T               	2.85410069e+02	(4.20300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760906e+02	(5.11100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000358571     	p               	1.00000000e+05	(9.72700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.61000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000358571     	U               	(-9.68368931e-13 -4.55982298e-28 -4.55982298e-28)	(1.14700000e-01 1.00000000e-01 1.00000000e-01)	0	(7.45212018e+00 1.68787584e-15 1.68787584e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000358571     	T               	2.85410048e+02	(4.20100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760887e+02	(5.11100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00036         	p               	1.00000000e+05	(9.72300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.61000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00036         	U               	(-4.50401588e-13 -9.11964595e-28 -9.11964595e-28)	(3.02300000e-01 1.00000000e-01 1.00000000e-01)	1	(7.85531007e+00 1.71828962e-15 1.71828962e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00036         	T               	2.85410028e+02	(4.19100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760857e+02	(5.11100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000361429     	p               	1.00000000e+05	(9.70900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.69000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000361429     	U               	(-7.49910214e-13 -2.12791739e-27 -2.12791739e-27)	(2.98500000e-01 1.00000000e-01 1.00000000e-01)	1	(8.26436435e+00 1.74549014e-15 1.74549014e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000361429     	T               	2.85410009e+02	(4.20700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760813e+02	(5.11100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000362857     	p               	1.00000000e+05	(9.70100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.73000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000362857     	U               	(1.84750132e-14 -1.11462339e-27 -5.57311697e-28)	(7.67000000e-02 1.00000000e-01 1.00000000e-01)	0	(8.67848613e+00 1.76938783e-15 1.76938783e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000362857     	T               	2.85409989e+02	(4.20500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760747e+02	(5.11100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000364286     	p               	1.00000000e+05	(9.75300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(6.77000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000364286     	U               	(-8.66382807e-13 -6.07976397e-28 -1.21595279e-27)	(1.50900000e-01 1.00000000e-01 1.00000000e-01)	0	(9.09686471e+00 1.78990798e-15 1.78990798e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000364286     	T               	2.85409969e+02	(4.19500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760711e+02	(5.11300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000365714     	p               	1.00000000e+05	(9.75500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(6.81000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000365714     	U               	(-7.11244270e-13 -1.21595279e-27 -1.21595279e-27)	(2.90700000e-01 1.00000000e-01 1.00000000e-01)	1	(9.51867909e+00 1.80699014e-15 1.80699014e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000365714     	T               	2.85409948e+02	(4.19300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760698e+02	(5.11300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000367143     	p               	1.00000000e+05	(9.74500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(6.63000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000367143     	U               	(2.99817941e-13 -9.11964595e-28 -3.03988198e-28)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0	(9.94310146e+00 1.82058765e-15 1.82058765e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000367143     	T               	2.85409930e+02	(4.19300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760669e+02	(5.11300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000368571     	p               	1.00000000e+05	(9.76100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(6.93000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000368571     	U               	(-1.24945440e-12 -3.54652898e-28 -3.54652898e-28)	(1.20300000e-01 1.00000000e-01 1.00000000e-01)	0	(1.03693004e+01 1.83066711e-15 1.83066711e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000368571     	T               	2.85409913e+02	(4.19100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760627e+02	(5.11300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00037         	p               	1.00000000e+05	(9.84700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(6.77000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00037         	U               	(-1.00487669e-12 -7.59970496e-28 -7.59970496e-28)	(1.14700000e-01 1.00000000e-01 1.00000000e-01)	0	(1.07964438e+01 1.83720796e-15 1.83720796e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00037         	T               	2.85409897e+02	(4.18100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760569e+02	(5.11300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000371429     	p               	1.00000000e+05	(9.73700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(6.65000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000371429     	U               	(-6.00077976e-13 -2.18871503e-27 -2.18871503e-27)	(7.87900000e-01 1.00000000e-01 1.00000000e-01)	3	(1.12237023e+01 1.84020202e-15 1.84020202e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000371429     	T               	2.85409878e+02	(4.17900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760511e+02	(5.11500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000372857     	p               	1.00000000e+05	(9.72900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(6.73000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000372857     	U               	(-5.92639231e-13 -2.12791739e-27 -2.12791739e-27)	(3.02500000e-01 1.00000000e-01 1.00000000e-01)	1	(1.16502515e+01 1.83965336e-15 1.83965336e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000372857     	T               	2.85409860e+02	(4.17700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760508e+02	(5.11500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000374286     	p               	1.00000000e+05	(9.72900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(6.69000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000374286     	U               	(-1.17457611e-12 -8.10635196e-28 -1.62127039e-27)	(2.88300000e-01 1.00000000e-01 1.00000000e-01)	1	(1.20752753e+01 1.83555145e-15 1.83555145e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
