# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.00200286      	T               	2.85384660e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741590e+02	(5.50900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00200429      	p               	1.08996097e+05	(8.36100000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813080e+05	(8.07000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00200429      	U               	(2.26010362e+01 -1.80213935e-17 -1.20142623e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009570e+01 9.30679960e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00200429      	T               	2.85384662e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741583e+02	(5.50900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00200571      	p               	1.08996102e+05	(8.35700000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813081e+05	(8.07000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00200571      	U               	(2.26057057e+01 -1.82251239e-17 -1.21500826e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009528e+01 9.27672652e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00200571      	T               	2.85384663e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741573e+02	(5.50900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00200714      	p               	1.08996106e+05	(8.35300000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813083e+05	(8.07000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00200714      	U               	(2.26104267e+01 -1.84261265e-17 -1.22840843e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009487e+01 9.22645257e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00200714      	T               	2.85384664e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741561e+02	(5.50900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00200857      	p               	1.08996111e+05	(8.34900000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813084e+05	(8.07000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00200857      	U               	(2.26151985e+01 -1.86241484e-17 -1.24160989e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009446e+01 9.15851405e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00200857      	T               	2.85384666e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741559e+02	(5.51100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00201         	p               	1.08996115e+05	(8.34300000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813086e+05	(8.07000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00201         	U               	(2.26200203e+01 -1.88189369e-17 -1.25459580e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009406e+01 9.07522783e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00201         	T               	2.85384667e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741556e+02	(5.51100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00201143      	p               	1.08996119e+05	(8.33900000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813087e+05	(8.07000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00201143      	U               	(2.26248912e+01 -1.90102400e-17 -1.26734933e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009366e+01 8.97855107e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00201143      	T               	2.85384668e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741551e+02	(5.51100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00201286      	p               	1.08996123e+05	(8.33500000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813089e+05	(8.37000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00201286      	U               	(2.26298101e+01 -1.91978065e-17 -1.27985377e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009327e+01 8.87030460e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00201286      	T               	2.85384669e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741544e+02	(5.51100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00201429      	p               	1.08996128e+05	(8.33100000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813091e+05	(8.53000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00201429      	U               	(2.26347762e+01 -1.93813875e-17 -1.29209250e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009288e+01 8.75257640e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00201429      	T               	2.85384671e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741535e+02	(5.51100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00201571      	p               	1.08996132e+05	(8.32700000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813092e+05	(8.65000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00201571      	U               	(2.26397883e+01 -1.95607357e-17 -1.30404904e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009249e+01 8.62797363e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00201571      	T               	2.85384672e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741522e+02	(5.51100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00201714      	p               	1.08996136e+05	(8.32300000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813094e+05	(8.67000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00201714      	U               	(2.26448453e+01 -1.97356069e-17 -1.31570713e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009212e+01 8.49949016e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00201714      	T               	2.85384673e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741521e+02	(5.51300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00201857      	p               	1.08996141e+05	(8.31700000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813096e+05	(8.67000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00201857      	U               	(2.26499459e+01 -1.99057602e-17 -1.32705068e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009174e+01 8.37003011e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00201857      	T               	2.85384674e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741518e+02	(5.51300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00202         	p               	1.08996145e+05	(8.31300000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813097e+05	(8.67000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00202         	U               	(2.26550890e+01 -2.00709583e-17 -1.33806389e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009138e+01 8.24218477e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00202         	T               	2.85384676e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741513e+02	(5.51300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00202143      	p               	1.08996149e+05	(8.30900000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813099e+05	(8.67000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00202143      	U               	(2.26602731e+01 -2.02309680e-17 -1.34873120e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009102e+01 8.11792737e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00202143      	T               	2.85384677e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741506e+02	(5.51300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00202286      	p               	1.08996153e+05	(8.30500000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813100e+05	(8.65000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00202286      	U               	(2.26654969e+01 -2.03855611e-17 -1.35903740e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009066e+01 7.99846892e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00202286      	T               	2.85384678e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741496e+02	(5.51300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00202429      	p               	1.08996158e+05	(8.30100000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813102e+05	(8.65000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00202429      	U               	(2.26707589e+01 -2.05345141e-17 -1.36896761e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31009031e+01 7.88461895e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00202429      	T               	2.85384679e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741485e+02	(5.51500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00202571      	p               	1.08996162e+05	(8.29700000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813103e+05	(8.65000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00202571      	U               	(2.26760577e+01 -2.06776094e-17 -1.37850730e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008997e+01 7.77753844e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00202571      	T               	2.85384680e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741483e+02	(5.51500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00202714      	p               	1.08996166e+05	(8.29300000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813105e+05	(8.65000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00202714      	U               	(2.26813917e+01 -2.08146352e-17 -1.38764235e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008962e+01 7.67804439e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00202714      	T               	2.85384681e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741480e+02	(5.51500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00202857      	p               	1.08996170e+05	(8.28700000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813106e+05	(8.67000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00202857      	U               	(2.26867592e+01 -2.09453860e-17 -1.39635907e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008929e+01 7.58678969e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00202857      	T               	2.85384682e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741475e+02	(5.51500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00203         	p               	1.08996175e+05	(8.28300000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813108e+05	(8.67000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00203         	U               	(2.26921587e+01 -2.10696631e-17 -1.40464421e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008895e+01 7.50440760e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00203         	T               	2.85384684e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741468e+02	(5.51500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00203143      	p               	1.08996179e+05	(8.27900000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813109e+05	(9.03000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00203143      	U               	(2.26975884e+01 -2.11872748e-17 -1.41248499e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008862e+01 7.43063876e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00203143      	T               	2.85384685e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741458e+02	(5.51500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00203286      	p               	1.08996183e+05	(8.27500000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813111e+05	(9.03000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00203286      	U               	(2.27030465e+01 -2.12980368e-17 -1.41986912e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008830e+01 7.36432118e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00203286      	T               	2.85384686e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741448e+02	(5.51700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00203429      	p               	1.08996187e+05	(8.27100000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813113e+05	(9.03000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00203429      	U               	(2.27085313e+01 -2.14017724e-17 -1.42678483e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008797e+01 7.30406715e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00203429      	T               	2.85384687e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741446e+02	(5.51700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00203571      	p               	1.08996191e+05	(8.26700000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813114e+05	(9.03000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00203571      	U               	(2.27140410e+01 -2.14983132e-17 -1.43322088e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008765e+01 7.24864665e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00203571      	T               	2.85384688e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741443e+02	(5.51700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00203714      	p               	1.08996196e+05	(8.26100000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813116e+05	(9.03000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00203714      	U               	(2.27195735e+01 -2.15874988e-17 -1.43916659e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008733e+01 7.19702232e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00203714      	T               	2.85384689e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741438e+02	(5.51700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00203857      	p               	1.08996200e+05	(8.25700000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813117e+05	(9.03000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00203857      	U               	(2.27251271e+01 -2.16691773e-17 -1.44461182e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008701e+01 7.14830473e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00203857      	T               	2.85384690e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	3.00741430e+02	(5.51700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00204         	p               	1.08996204e+05	(8.25300000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813119e+05	(9.03000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00204         	U               	(2.27306998e+01 -2.17432055e-17 -1.44954704e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008669e+01 7.10157115e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00204         	T               	2.85384691e+02	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741420e+02	(5.51700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00204143      	p               	1.08996208e+05	(8.24900000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813120e+05	(9.03000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00204143      	U               	(2.27362895e+01 -2.18094493e-17 -1.45396329e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008638e+01 7.05565866e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00204143      	T               	2.85384692e+02	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741411e+02	(5.51900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00204286      	p               	1.08996212e+05	(8.24500000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813122e+05	(9.05000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00204286      	U               	(2.27418942e+01 -2.18677834e-17 -1.45785222e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008607e+01 7.00917422e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00204286      	T               	2.85384693e+02	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741410e+02	(5.51900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00204429      	p               	1.08996216e+05	(8.24100000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813123e+05	(9.19000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00204429      	U               	(2.27475119e+01 -2.19180917e-17 -1.46120611e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008576e+01 6.96069372e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00204429      	T               	2.85384694e+02	(1.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741406e+02	(5.51900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00204571      	p               	1.08996220e+05	(8.23500000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813125e+05	(9.41000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00204571      	U               	(2.27531405e+01 -2.19602675e-17 -1.46401784e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008545e+01 6.90891461e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00204571      	T               	2.85384695e+02	(1.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741401e+02	(5.51900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00204714      	p               	1.08996224e+05	(8.23100000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813126e+05	(9.41000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00204714      	U               	(2.27587779e+01 -2.19942136e-17 -1.46628090e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008514e+01 6.85292758e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00204714      	T               	2.85384696e+02	(1.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741393e+02	(5.51900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00204857      	p               	1.08996228e+05	(8.22700000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813128e+05	(9.41000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00204857      	U               	(2.27644220e+01 -2.20198417e-17 -1.46798944e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008484e+01 6.79212324e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00204857      	T               	2.85384697e+02	(1.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741383e+02	(5.51900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00205         	p               	1.08996232e+05	(8.22300000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813129e+05	(9.41000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00205         	U               	(2.27700705e+01 -2.20370741e-17 -1.46913828e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008454e+01 6.72597980e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00205         	T               	2.85384698e+02	(1.70000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741375e+02	(5.52100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00205143      	p               	1.08996236e+05	(8.21900000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813131e+05	(9.43000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00205143      	U               	(2.27757214e+01 -2.20458403e-17 -1.46972268e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008424e+01 6.65393391e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00205143      	T               	2.85384699e+02	(1.70000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741373e+02	(5.52100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00205286      	p               	1.08996240e+05	(8.21500000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813132e+05	(9.43000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00205286      	U               	(2.27813724e+01 -2.20459346e-17 -1.46972898e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008395e+01 6.57537938e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00205286      	T               	2.85384700e+02	(1.70000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741370e+02	(5.52100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00205429      	p               	1.08996244e+05	(8.20900000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813134e+05	(9.55000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00205429      	U               	(2.27870214e+01 -2.20370376e-17 -1.46913584e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008366e+01 6.48973944e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00205429      	T               	2.85384700e+02	(1.90000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741364e+02	(5.52100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00205571      	p               	1.08996248e+05	(8.20500000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813135e+05	(9.55000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00205571      	U               	(2.27926661e+01 -2.20195155e-17 -1.46796770e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008338e+01 6.39663330e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00205571      	T               	2.85384701e+02	(1.90000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741356e+02	(5.52100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00205714      	p               	1.08996252e+05	(8.20100000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813137e+05	(9.55000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00205714      	U               	(2.27983043e+01 -2.19933359e-17 -1.46622239e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008310e+01 6.29601893e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00205714      	T               	2.85384702e+02	(1.90000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741346e+02	(5.52100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00205857      	p               	1.08996256e+05	(8.19700000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813138e+05	(9.55000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00205857      	U               	(2.28039338e+01 -2.19584839e-17 -1.46389893e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008282e+01 6.18808442e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00205857      	T               	2.85384703e+02	(1.90000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741339e+02	(5.52300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00206         	p               	1.08996260e+05	(8.19300000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813139e+05	(9.55000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00206         	U               	(2.28095523e+01 -2.19149489e-17 -1.46099659e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008255e+01 6.07300134e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00206         	T               	2.85384704e+02	(2.10000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741337e+02	(5.52300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00206143      	p               	1.08996263e+05	(8.18900000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813141e+05	(9.55000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00206143      	U               	(2.28151577e+01 -2.18627275e-17 -1.45751517e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008229e+01 5.95067836e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00206143      	T               	2.85384705e+02	(2.10000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741334e+02	(5.52300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00206286      	p               	1.08996267e+05	(8.18300000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813142e+05	(9.57000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00206286      	U               	(2.28207477e+01 -2.18018244e-17 -1.45345496e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008203e+01 5.82146588e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00206286      	T               	2.85384705e+02	(2.10000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741328e+02	(5.52300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00206429      	p               	1.08996271e+05	(8.17900000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813143e+05	(9.57000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00206429      	U               	(2.28263201e+01 -2.17322530e-17 -1.44881686e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008177e+01 5.68636628e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00206429      	T               	2.85384706e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741320e+02	(5.52300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00206571      	p               	1.08996275e+05	(8.17500000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813145e+05	(9.57000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00206571      	U               	(2.28318727e+01 -2.16540360e-17 -1.44360240e-17)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(2.31008153e+01 5.54753988e-21 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0
0.00206571      	T               	2.85384707e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.00741309e+02	(5.52300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00206714      	p               	1.08996278e+05	(8.17100000e-01 1.00000000e-01 1.00000000e-01)	3	1.09813146e+05	(9.71000000e-02 1.00000000e-01 1.00000000e-01)	0
