# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.00185429      	T               	2.77936739e+02	(2.10000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441025e+02	(9.82700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00185571      	p               	9.97896598e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632826e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00185571      	U               	(7.86076941e-02 7.06889091e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.63995784e+00 5.64191877e-16 1.88063959e-16)	(1.08700000e-01 1.00000000e-01 1.00000000e-01)	0
0.00185571      	T               	2.77936723e+02	(2.10000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441028e+02	(9.82700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00185714      	p               	9.97896405e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632830e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00185714      	U               	(7.85825372e-02 6.97459822e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.50149203e+00 5.62348761e-16 1.87449587e-16)	(1.08700000e-01 1.00000000e-01 1.00000000e-01)	0
0.00185714      	T               	2.77936707e+02	(2.10000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441032e+02	(9.82500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00185857      	p               	9.97896215e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632834e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00185857      	U               	(7.85577138e-02 6.88216043e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.36355870e+00 5.60406798e-16 1.86802266e-16)	(1.08700000e-01 1.00000000e-01 1.00000000e-01)	0
0.00185857      	T               	2.77936691e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441036e+02	(9.82500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186         	p               	9.97896028e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632838e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186         	U               	(7.85332172e-02 6.79153025e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.22618159e+00 5.58365963e-16 1.86121988e-16)	(1.08700000e-01 1.00000000e-01 1.00000000e-01)	0
0.00186         	T               	2.77936675e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441040e+02	(9.82300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186143      	p               	9.97895844e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632841e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186143      	U               	(7.85090413e-02 6.70266688e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.08938443e+00 5.56226231e-16 1.85408744e-16)	(1.08700000e-01 1.00000000e-01 1.00000000e-01)	0
0.00186143      	T               	2.77936660e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441044e+02	(9.82300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186286      	p               	9.97895664e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632845e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186286      	U               	(7.84851796e-02 6.61553155e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.35565653e+01 5.54059101e-16 1.84686367e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00186286      	T               	2.77936645e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441047e+02	(9.82300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186429      	p               	9.97895487e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632848e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186429      	U               	(7.84616261e-02 6.53008420e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.34178338e+01 5.55609728e-16 1.85203243e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00186429      	T               	2.77936630e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441051e+02	(9.82300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186571      	p               	9.97895313e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632852e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186571      	U               	(7.84383749e-02 6.44628367e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.32787943e+01 5.57062379e-16 1.85687460e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00186571      	T               	2.77936616e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441055e+02	(9.82100000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186714      	p               	9.97895142e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632855e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186714      	U               	(7.84154201e-02 6.36408943e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.31394716e+01 5.58417426e-16 1.86139142e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00186714      	T               	2.77936602e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441058e+02	(9.82100000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186857      	p               	9.97894973e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632859e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00186857      	U               	(7.83927562e-02 6.28346250e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.29998904e+01 5.59675237e-16 1.86558412e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00186857      	T               	2.77936588e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441062e+02	(9.81900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187         	p               	9.97894808e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632862e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187         	U               	(7.83703776e-02 6.20436550e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.28600751e+01 5.60836177e-16 1.86945392e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00187         	T               	2.77936574e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441065e+02	(9.81900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187143      	p               	9.97894646e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632865e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187143      	U               	(7.83482789e-02 6.12676206e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.27200501e+01 5.61900604e-16 1.87300201e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00187143      	T               	2.77936560e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441069e+02	(9.81900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187286      	p               	9.97894487e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632869e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187286      	U               	(7.83264548e-02 6.05061680e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.25798396e+01 5.62868869e-16 1.87622956e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00187286      	T               	2.77936547e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441072e+02	(9.81700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187429      	p               	9.97894331e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632872e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187429      	U               	(7.83049003e-02 5.97589497e-20 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.24394677e+01 5.63741315e-16 1.87913772e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00187429      	T               	2.77936534e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441076e+02	(9.81700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187571      	p               	9.97894177e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632875e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187571      	U               	(7.82817729e-02 3.24560359e-20 -6.91842015e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.22989585e+01 5.64518275e-16 1.88172758e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00187571      	T               	2.77936521e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441079e+02	(9.81500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187714      	p               	9.97894026e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632878e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187714      	U               	(7.82587040e-02 3.20655999e-20 -6.83519371e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.21583359e+01 5.65200071e-16 1.88400024e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00187714      	T               	2.77936509e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441083e+02	(9.81300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187857      	p               	9.97893879e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632882e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00187857      	U               	(7.82359109e-02 3.16828696e-20 -6.75360986e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.20176235e+01 5.65787013e-16 1.88595671e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00187857      	T               	2.77936497e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441086e+02	(9.81300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188         	p               	9.97893734e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632885e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188         	U               	(7.82133881e-02 3.13075915e-20 -6.67361452e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.18768451e+01 5.66279399e-16 1.88759800e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00188         	T               	2.77936485e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441089e+02	(9.81300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188143      	p               	9.97893591e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632888e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188143      	U               	(7.81911305e-02 3.09395118e-20 -6.59515361e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.17360242e+01 5.66677512e-16 1.88892504e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00188143      	T               	2.77936473e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441093e+02	(9.81300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188286      	p               	9.97893452e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632891e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188286      	U               	(7.81691332e-02 3.05783804e-20 -6.51817383e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.15951843e+01 5.66981623e-16 1.88993874e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00188286      	T               	2.77936461e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441096e+02	(9.81100000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188429      	p               	9.97893315e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632894e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188429      	U               	(7.81473911e-02 3.02239553e-20 -6.44262356e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.14543486e+01 5.67191986e-16 1.89063995e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00188429      	T               	2.77936450e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441099e+02	(9.81100000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188571      	p               	9.97893181e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632897e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188571      	U               	(7.81259001e-02 2.98756652e-20 -6.36838107e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.13135404e+01 5.67308841e-16 1.89102947e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00188571      	T               	2.77936439e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441102e+02	(9.80900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188714      	p               	9.97893050e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632900e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188714      	U               	(7.81046554e-02 2.95337110e-20 -6.29548915e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.11727830e+01 5.67332411e-16 1.89110804e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00188714      	T               	2.77936428e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441106e+02	(9.80900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188857      	p               	9.97892921e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632903e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00188857      	U               	(7.80836525e-02 2.91980872e-20 -6.22394663e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.10320992e+01 5.67262905e-16 1.89087635e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00188857      	T               	2.77936417e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441109e+02	(9.80900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189         	p               	9.97892795e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632906e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189         	U               	(7.80628871e-02 2.88683924e-20 -6.15366795e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.08915122e+01 5.67100512e-16 1.89033504e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00189         	T               	2.77936407e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441112e+02	(9.80700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189143      	p               	9.97892672e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632909e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189143      	U               	(7.80423553e-02 2.85442498e-20 -6.08457281e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.07510448e+01 5.66845384e-16 1.88948461e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00189143      	T               	2.77936396e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441115e+02	(9.80700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189286      	p               	9.97892551e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632912e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189286      	U               	(7.80220533e-02 2.82254149e-20 -6.01660905e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.06107199e+01 5.66495611e-16 1.88831870e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00189286      	T               	2.77936386e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441118e+02	(9.80300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189429      	p               	9.97892433e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632914e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189429      	U               	(7.80019772e-02 2.79117153e-20 -5.94973997e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.04705602e+01 5.66052552e-16 1.88684184e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00189429      	T               	2.77936376e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441121e+02	(9.80300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189571      	p               	9.97892317e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632917e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189571      	U               	(7.79821236e-02 2.76029959e-20 -5.88393247e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.03305884e+01 5.65517274e-16 1.88505758e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00189571      	T               	2.77936367e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441124e+02	(9.80300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189714      	p               	9.97892204e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632920e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189714      	U               	(7.79624889e-02 2.72991099e-20 -5.81915527e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.01908272e+01 5.64889917e-16 1.88296639e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00189714      	T               	2.77936357e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441127e+02	(9.80300000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189857      	p               	9.97892094e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632923e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00189857      	U               	(7.79430698e-02 2.69999212e-20 -5.75537936e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.00512991e+01 5.64170571e-16 1.88056857e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00189857      	T               	2.77936348e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441130e+02	(9.80100000e-01 1.00000000e-01 1.00000000e-01)	3
0.0019          	p               	9.97891986e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632926e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.0019          	U               	(7.79238629e-02 2.67053017e-20 -5.69257743e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(9.91202656e+00 5.63359301e-16 1.87786434e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.0019          	T               	2.77936339e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441133e+02	(9.79900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190143      	p               	9.97891881e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632928e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190143      	U               	(7.79048652e-02 2.64151317e-20 -5.63072399e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(9.77303210e+00 5.62456167e-16 1.87485389e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00190143      	T               	2.77936330e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441136e+02	(9.79900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190286      	p               	9.97891778e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632931e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190286      	U               	(7.78860733e-02 2.61292894e-20 -5.56979303e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(9.63433810e+00 5.61461218e-16 1.87153739e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00190286      	T               	2.77936322e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441139e+02	(9.79700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190429      	p               	9.97891677e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632934e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190429      	U               	(7.78674844e-02 2.58476651e-20 -5.50976119e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(9.49596692e+00 5.60374494e-16 1.86791498e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00190429      	T               	2.77936314e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441142e+02	(9.79700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190571      	p               	9.97891579e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632936e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190571      	U               	(7.78490955e-02 2.55701549e-20 -5.45060635e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(9.35794087e+00 5.59196018e-16 1.86398673e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00190571      	T               	2.77936305e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441145e+02	(9.79700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190714      	p               	9.97891484e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632939e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190714      	U               	(7.78309036e-02 2.52966551e-20 -5.39230636e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(9.22028224e+00 5.57925802e-16 1.85975267e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00190714      	T               	2.77936297e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441147e+02	(9.78100000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190857      	p               	9.97891390e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632942e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00190857      	U               	(7.78129059e-02 2.50270640e-20 -5.33483956e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(9.08301328e+00 5.56563845e-16 1.85521282e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00190857      	T               	2.77936290e+02	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441150e+02	(9.78100000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191         	p               	9.97891300e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632944e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191         	U               	(7.77950997e-02 2.47612815e-20 -5.27818462e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(8.94615618e+00 5.55110137e-16 1.85036712e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00191         	T               	2.77936282e+02	(2.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441153e+02	(9.76700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191143      	p               	9.97891211e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632947e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191143      	U               	(7.77774824e-02 2.44992070e-20 -5.22232008e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(8.80973315e+00 5.53564658e-16 1.84521553e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00191143      	T               	2.77936275e+02	(2.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441156e+02	(9.76700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191286      	p               	9.97891125e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632949e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191286      	U               	(7.77600513e-02 2.42407300e-20 -5.16722238e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(8.67376632e+00 5.51927382e-16 1.83975794e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00191286      	T               	2.77936267e+02	(2.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441159e+02	(9.76700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191429      	p               	9.97891041e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632952e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191429      	U               	(7.77428039e-02 2.39857814e-20 -5.11287682e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(8.53827785e+00 5.50198275e-16 1.83399425e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00191429      	T               	2.77936260e+02	(2.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441162e+02	(9.76700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191571      	p               	9.97890960e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632954e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191571      	U               	(7.77257377e-02 2.37342684e-20 -5.05926360e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(8.40328982e+00 5.48377300e-16 1.82792433e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00191571      	T               	2.77936253e+02	(2.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441165e+02	(9.76700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191714      	p               	9.97890881e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632957e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191714      	U               	(7.77088503e-02 2.34860919e-20 -5.00636160e-35)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(8.26882432e+00 5.46464416e-16 1.82154805e-16)	(1.28500000e-01 1.00000000e-01 1.00000000e-01)	0
0.00191714      	T               	2.77936247e+02	(2.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08441167e+02	(9.76700000e-01 1.00000000e-01 1.00000000e-01)	3
0.00191857      	p               	9.97890804e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19632959e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3
